"Arbitrary text or HTML","Dowolny tekst lub kod HTML"
"Automatically add paragraphs","Automatycznie twórz akapity"
"A list or dropdown of categories","Lista lub rozwijalne menu z listą kategorii"
"Select Category","Wybierz kategorię"
"Show hierarchy","Pokazuj hierarchię"
"Recent Posts","Najnowsze wpisy"
"Number of posts to show:","Liczba wyświetlanych wpisów:"
"The most recent comments","Najnowsze komentarze"
"%s on %s","%s o %s"
"Entries from any RSS or Atom feed","Elementy dowolnego kanału RSS lub Atom"
"Syndicate this content","Subskrybuj tę treść"
"Untitled","Bez tytułu"
"RSS Error: %s","Błąd RSS: %s"
"Enter the RSS feed URL here:","Wprowadź adres URL kanału RSS:"
"Give the feed a title (optional):","Nadaj kanałowi tytuł (opcjonalne):"
"How many items would you like to display?","Ile pozycji ma być wyświetlanych?"
"Display item content?","Wyświetlać zawartość elementów?"
"Display item author if available?","Wyświetlać autorów wpisów?"
"Display item date?","Wyświetlać daty dodania elementów?"
"Your most used tags in cloud format","Najczęściej używane tagi w formie chmurki"
"Tag Cloud","Chmurka tagów"
"new WordPress Loop","nowa pętla WordPressa"
"Last updated","Ostatnia aktualizacja"
"Missing Attachment","Brakujący załącznik"
"Comments for %s searching on %s","Komentarze do %s wyszukiwane w %s"
"Comments for %s","Komentarze do %s"
"Comment on %s by %s","Skomentuj %s, którego autorem jest %s"
"By: %s","Autor: %s"
"Comments on: %s","Komentarze do: %s"
"Protected Comments: Please enter your password to view comments.","Komentarze są zabezpieczone. Proszę wprowadzić swoje hasło, aby je zobaczyć."
"%s min","%s minutę"
"%s mins","%s minuty"
"%s hour","%s godzinę"
"%s hours","%s godziny"
"%s day","%s dzień"
"%s days","%s dni"
",",", "
", and"," i "
"and"," i "
"%s is a protected WP option and may not be modified","&#8222;%s&#8221; jest zabezpieczonym ustawieniem WP i nie może zostać zmodyfikowane"
"ERROR: %s is not a valid feed template.","BŁĄD: %s nie jest prawidłowym szablonem kanału nowości."
"Unable to create directory %s. Is its parent directory writable by the server?","Nie można utworzyć katalogu &#8222;%s&#8221;. Czy WordPress ma uprawnienie do zapisu do katalogu nadrzędnego?"
"Empty filename","Nie podano nazwy pliku"
"Could not write file %s","Nie można było zapisać pliku %s"
"You are attempting to log out of %s","Zamierzasz wylogować się z witryny &#8222;%s&#8221;"
"WordPress Failure Notice","Informacja o niepowodzeniu WordPressa"
"Do you really want to <a href='%s'>log out</a>?","Czy naprawdę chcesz się <a href='%s'>wylogować</a>?"
"Please try again.","Proszę spróbować ponownie."
"&laquo; Back","&laquo; Powrót"
"WordPress &rsaquo; Error","WordPress &rsaquo; Błąd"
"%s is <strong>deprecated</strong> since version %s! Use %s instead.","Korzystanie z %s uznawane jest za <strong>przestarzałe</strong> od wersji %s! Zamiast tego użyj %s."
"%s is <strong>deprecated</strong> since version %s with no alternative available.","Korzystanie z %s uznawane jest za <strong>przestarzałe</strong> od wersji %s! Nie istnieje żadna alternatywa."
"%s was called with an argument that is <strong>deprecated</strong> since version %s! %s","Funkcja %s została wywołana z argumentem, którego użycie jest <strong>przestarzałą praktyką</strong> od wersji %s! %s"
"%s was called with an argument that is <strong>deprecated</strong> since version %s with no alternative available.","Funkcja %s została wywołana z argumentem, którego użycie jest <strong>przestarzałą praktyką</strong> od wersji %s! Nie istnieje żadna alternatywa."
"Select a city","Wybierz miasto"
"Manual Offsets","Ręczny wybór różnicy"
"Search for:","Szukaj:"
"Log in","Zaloguj się"
"Log out","Wyloguj się"
"Remember Me","Zapamiętaj mnie"
"Register","Zarejestruj się"
"Site Admin","Administracja witryną"
"Search Results %s %s","Wyniki wyszukiwania %s %s"
"Page not found","Strona nie została znaleziona"
"View posts for %s %s","Zobacz wpisy opublikowane w %s %s"
"%s %s Feed","%s %s Kanał z wpisami"
"%s %s Comments Feed","%s %s Kanał z komentarzami"
"%s %s %s Comments Feed","%s %s %s Kanał z komentarzami"
"%s %s %s Category Feed","%s %s Kanał z wpisami zaszufladkowanymi do kategorii %s"
"%s %s %s Tag Feed","%s %s Kanał z wpisami otagowanymi jako %s"
"%s %s Posts by %s Feed","%s %s Kanał z wpisami, których autorem jest %s"
"%s %s Search Results for &#8220;%s&#8221; Feed","%s %s Kanał z wynikami wyszukiwania &#8222;%s&#8221;"
"&laquo; Previous","&laquo; Poprzednie"
"Next &raquo;","Następne &raquo;"
"User has blocked requests through HTTP.","Użytkownik zablokował wysyłanie zapytań przez HTTP."
"Too many redirects.","Zbyt wiele przekierowań."
"Malformed URL: %s","Nieprawidłowy adres URL: %s"
"Could not open handle for fopen() to %s","Nie można było utworzyć uchwytu do funkcji fopen() dla argumentu &#8222;%s&#8221;"
"Do you want to use the WYSIWYG mode for this textarea?","Czy chcesz użyć edytora wizualnego w tym polu tekstowym?"
"Insert","Wstaw"
"Browse","Przeglądaj"
"Class","Klasa"
"-- Not set --","-- Nieustawione --"
"Copy/Cut/Paste is not available in Mozilla and Firefox.","Operacje kopiuj/wytnij/wklej nie są dostępne w Mozilli i Firefoksie."
"Currently not supported by your browser, use keyboard shortcuts instead.","Ta funkcja obecnie nie jest obsługiwana przez Twoją przeglądarkę, skorzystaj z klawiaturowych skrótów."
"Sorry, but we have noticed that your popup-blocker has disabled a window that provides application functionality. You will need to disable popup blocking on this site in order to fully utilize this tool.","Przepraszamy, ale zauważyliśmy, że wyskakujące okno, które jest częścią aplikacji, zostało zablokowane. Aby w pełni wykorzystać to narzędzie konieczne jest wyłączenie blokowania wyskakujących okien na tej witrynie."
"More colors","Więcej kolorów"
"Full","Pełny"
"%sY-%sm-%d","%d.%sm.%sY"
"Insert date","Wstaw datę"
"Insert time","Wstaw godzinę"
"January","Styczeń"
"February","Luty"
"March","Marzec"
"April","Kwiecień"
"May","Maj"
"June","Czerwiec"
"July","Lipiec"
"August","Sierpień"
"September","Wrzesień"
"October","Październik"
"November","Listopad"
"December","Grudzień"
"Jan_January_abbreviation","sty"
"Feb_February_abbreviation","lut"
"Mar_March_abbreviation","mar"
"Apr_April_abbreviation","kwi"
"May_May_abbreviation","maj"
"Jun_June_abbreviation","cze"
"Jul_July_abbreviation","lip"
"Aug_August_abbreviation","sie"
"Sep_September_abbreviation","wrz"
"Oct_October_abbreviation","paź"
"Nov_November_abbreviation","lis"
"Dec_December_abbreviation","gru"
"Sunday","niedziela"
"Monday","poniedziałek"
"Tuesday","wtorek"
"Wednesday","środa"
"Thursday","czwartek"
"Friday","piątek"
"Saturday","sobota"
"Sun","nie"
"Mon","pon"
"Tue","wt"
"Wed","śr"
"Thu","czw"
"Fri","pt"
"Sat","sob"
"Print","Wydrukuj"
"Direction left to right","Kierunek od lewej do prawej"
"Direction right to left","Kierunek od prawej do lewej"
"Insert new layer","Wstaw nową warstwę"
"Move forward","Przejdź dalej"
"Move backward","Przejdź wstecz"
"Toggle absolute positioning","Przełącz bezwzględne pozycjonowanie"
"New layer...","Nowa warstwa..."
"Cancel all changes","Anuluj wszystkie zmiany"
"Insert non-breaking space character","Wstaw niełamliwą spację"
"Run spell checking","Uruchom sprawdzanie pisowni"
"ieSpell not detected. Do you want to install it now?","Nie znaleziono ieSpella. Czy chcesz go zainstalować?"
"Emotions","Emotikony"
"Find","Szukaj"
"Find/Replace","Znajdź/Zamień"
"Insert/edit image","Wstaw/edytuj obrazek"
"Insert/edit link","Wstaw/edytuj odnośnik"
"Citation","Cytat"
"Abbreviation","Skrót"
"Acronym","Akronim"
"Deletion","Usuwanie"
"Insertion","Wstawianie"
"Insert/Edit Attributes","Wstaw/Edytuj atrybuty"
"Edit CSS Style","Edytuj arkusz CSS"
"Paste as Plain Text","Wklej jako czysty tekst"
"Paste from Word","Wklej z Worda"
"Use CTRL+V on your keyboard to paste the text into the window.","Wciśnij klawisze CTRL+V, aby wkleić tekst do okna."
"Keep linebreaks","Zachowaj złamiania linii"
"Inserts a new table","Wstawia nową tabelę"
"Insert row before","Wstaw wiersz powyżej"
"Insert row after","Wstaw wiersz poniżej"
"Delete row","Usuń wiersz"
"Insert column before","Wstaw kolumnę przed"
"Insert column after","Wstaw kolumnę po"
"Remove column","Usuń kolumnę"
"Split merged table cells","Podziel scalone komórki tabeli"
"Merge table cells","Scal komórki tabeli"
"Table row properties","Właściwości wiersza tabeli"
"Table cell properties","Właściwości komórki tabeli"
"Table properties","Właściwości tabeli"
"Paste table row before","Wklej wiersz tabeli przed"
"Paste table row after","Wklej wiersz tabeli po"
"Cut table row","Wytnij wiersz tabeli"
"Copy table row","Skopiuj wiersz tabeli"
"Delete table","Usuń tabelę"
"Row","Wiersz"
"Column","Kolumna"
"Cell","Komórka"
"The changes you made will be lost if you navigate away from this page.","Jeżeli opuścisz tę stronę, wprowadzone zmiany zostaną utracone."
"Toggle fullscreen mode","Przełącz tryb pełnoekranowy"
"Insert / edit embedded media","Wstaw / edytuj osadzone medium"
"Edit embedded media","Edytuj osadzone media"
"Document properties","Właściwości dokumentu"
"Insert predefined template content","Wstaw szablon"
"Visual control characters on/off.","Włącz/wyłącz niedrukowane znaki."
"Spellchecker settings","Ustawienia sprawdzania pisowni"
"Ignore word","Zignoruj to wystąpienie"
"Ignore all","Zignoruj wszystkie wystąpienia"
"Languages","Języki"
"Please wait...","Proszę czekać..."
"Suggestions","Sugestie"
"No suggestions","Brak sugestii"
"No misspellings found.","Nie znaleziono błędów w pisowni."
"Insert Page Break","Wstaw znak nowej strony"
"Font size","Rozmiar czcionki"
"Font family","Czcionka"
"Paragraph","Akapit"
"Div","Sekcja"
"Address","Adres"
"Preformatted","Tekst preformatowany"
"Heading 1","Nagłówek 1"
"Heading 2","Nagłówek 2"
"Heading 3","Nagłówek 3"
"Heading 4","Nagłówek 4"
"Heading 5","Nagłówek 5"
"Heading 6","Nagłówek 6"
"Blockquote","Blok z cytatem"
"Code","Kod"
"Code sample","Przykład kodu"
"Definition term","Definiowany termin "
"Definition description","Opis definicji"
"Bold","Pogrubienie"
"Italic","Kursywa"
"Underline","Podkreślenie"
"Strikethrough","Przekreślenie"
"Align Left","Wyrównaj do lewej"
"Align Center","Wyśrodkuj"
"Align Right","Wyrównaj do prawej"
"Outdent","Zmniejsz wcięcie"
"Indent","Wcięcie"
"Cleanup messy code","Wyczyść niechlujny kod"
"Edit HTML Source","Edytuj źródło HTML"
"Subscript","Indeks dolny"
"Superscript","Indeks górny"
"Insert horizontal ruler","Wstaw poziomą linię"
"Remove formatting","Usuń formatowanie"
"Select text color","Wybierz kolor tekstu"
"Select background color","Wybierz kolor tła"
"Insert custom character","Wstaw znak specjalny"
"Toggle guidelines/invisible elements","Przełącz prowadnice/niewidoczne elementy"
"Insert/edit anchor","Wstaw/edytuj kotwicę"
"Cut","Wytnij"
"Copy","Kopiuj"
"Paste","Wklej"
"Image properties","Właściwości obrazka"
"New document","Nowy dokument"
"Are you sure you want to clear all contents?","Czy na pewno chcesz wyczyścić całą treść?"
"Jump to tool buttons - Alt+Q, Jump to editor - Alt-Z, Jump to element path - Alt-X","Klawisze: przejście do narzędzia - Alt+Q, przejście do edytora - Alt-Z, przejście do pola ścieżki do elementu - Alt-X"
"About TinyMCE","O TinyMCE"
"License","Licencja"
"Loaded plugins","Wczytane wtyczki"
"Anchor name","Nazwa kotwicy"
"HTML Source Editor","Edytor źródła HTML"
"Word wrap","Zawijanie wyrazów"
"Select a color","Wybierz kolor"
"Picker","Mieszarka"
"Color picker","Mieszarka kolorów"
"Palette","Paleta"
"Palette colors","Paleta kolorów"
"Named","Według nazw"
"Named colors","Kolory według nazw"
"Color:","Kolor:"
"Select custom character","Wybierz znak specjalny"
"Image description","Opis obrazka"
"Image list","Lista obrazków"
"Border","Obramowanie"
"Dimensions","Wymiary"
"Vertical space","Odstęp w pionie"
"Horizontal space","Odstęp w poziomie"
"Baseline","Linia podstawowa"
"Top","Góra"
"Middle","Środek"
"Bottom","Dół"
"Text top","Góra tekstu"
"Text bottom","Dół tekstu"
"Open link in the same window","Otwórz odnośnik w tym samym oknie"
"Open link in a new window","Otwórz odnośnik w nowym oknie"
"The URL you entered seems to be an email address, do you want to add the required mailto: prefix?","Wprowadzony adres URL wydaje się być adresem e-mail, czy chcesz dodać do niego wymagany prefiks mailto:?"
"The URL you entered seems to external link, do you want to add the required http:// prefix?","Wprowadzony adres URL wydaje się być zewnętrznym odnośnikiem. Czy chcesz dodać do niego wymagany prefiks http://?"
"Link list","Lista odnośników"
"General","Ogólne"
"File/URL","Plik/adres URL"
"List","Lista"
"Constrain proportions","Zachowaj proporcje"
"Type","Typ"
"Id","Identyfikator"
"V-Space","Odstęp w pionie"
"H-Space","Odstęp w poziomie"
"Auto play","Automatycznie rozpocznij odtwarzanie"
"Loop","Zapętlaj"
"Show menu","Pokaż menu"
"Quality","Jakość"
"Align","Wyrównanie"
"SAlign","Wyrównanie po przeskalowaniu"
"WMode","Tryb okna"
"Background","Tło"
"Base","Podstawa"
